Time Flow_BTPS O2 CO2 N2 MMss SampleFlow MMms DelayO2 DelayMMss
11855 0.48897327 20.96874 0.08254 78.01554 28.57441 -0.00362026 29.02357 0.56022 0.63694
11860 0.48766016 20.97026 0.08254 78.01404 28.57438 -0.00362160 29.02360 0.55992 0.63701
11865 0.48629611 20.97141 0.08254 78.01291 28.57430 -0.00362258 29.02363 0.55964 0.63690
11870 0.48489462 20.97220 0.08254 78.01212 28.57423 -0.00362318 29.02363 0.55941 0.63665
11875 0.48344788 20.97264 0.08254 78.01169 28.57414 -0.00362388 29.02361 0.55921 0.63661
11880 0.48195975 20.97273 0.08254 78.01160 28.57404 -0.00362467 29.02358 0.55905 0.63660
11885 0.48042365 20.97250 0.08254 78.01182 28.57395 -0.00362531 29.02350 0.55891 0.63662
11890 0.47883109 20.97197 0.08254 78.01234 28.57384 -0.00362609 29.02343 0.55878 0.63665
11895 0.47718246 20.97115 0.08254 78.01316 28.57375 -0.00362628 29.02334 0.55884 0.63653
11900 0.47547406 20.97008 0.08254 78.01422 28.57368 -0.00362614 29.02324 0.55893 0.63661
11905 0.47368839 20.96877 0.08254 78.01550 28.57364 -0.00362614 29.02312 0.55900 0.63686
11910 0.47181613 20.96727 0.08254 78.01699 28.57363 -0.00362629 29.02298 0.55903 0.63691
11915 0.46984616 20.96561 0.08254 78.01863 28.57366 -0.00362584 29.02284 0.55917 0.63674
11920 0.46778543 20.96363 0.08254 78.02058 28.57372 -0.00362526 29.02266 0.55909 0.63686
11925 0.46565207 20.96157 0.08254 78.02262 28.57380 -0.00362503 29.02248 0.55881 0.63694
11930 0.46343640 20.95945 0.08254 78.02472 28.57388 -0.00362441 29.02228 0.55891 0.63685
11935 0.46109891 20.95729 0.08254 78.02686 28.57404 -0.00362341 29.02208 0.55905 0.63697
11940 0.45862189 20.95513 0.08254 78.02899 28.57422 -0.00362278 29.02189 0.55904 0.63694
11945 0.45601089 20.95279 0.08254 78.03130 28.57442 -0.00362203 29.02170 0.55885 0.63693
11950 0.45328339 20.95052 0.08254 78.03355 28.57464 -0.00362122 29.02151 0.55882 0.63691
11955 0.45044989 20.94831 0.08254 78.03574 28.57486 -0.00361987 29.02132 0.55877 0.63670
11960 0.44743658 20.94616 0.08254 78.03785 28.57510 -0.00361901 29.02114 0.55873 0.63665
11965 0.44423355 20.94429 0.08254 78.03970 28.57536 -0.00361793 29.02096 0.55871 0.63645
11970 0.44084784 20.94249 0.08254 78.04148 28.57559 -0.00361664 29.02080 0.55854 0.63661
11975 0.43735950 20.94079 0.08254 78.04316 28.57585 -0.00361516 29.02065 0.55857 0.63679
11980 0.43379843 20.93902 0.08254 78.04491 28.57610 -0.00361395 29.02052 0.55877 0.63682
11985 0.43015820 20.93759 0.08254 78.04633 28.57635 -0.00361351 29.02039 0.55877 0.63684
11990 0.42635315 20.93629 0.08254 78.04761 28.57656 -0.00361265 29.02029 0.55856 0.63700
11995 0.42233585 20.93515 0.08254 78.04874 28.57677 -0.00361163 29.02021 0.55869 0.63696
12000 0.41812552 20.93419 0.08254 78.04969 28.57693 -0.00361095 29.02013 0.55882 0.63691
12005 0.41374585 20.93341 0.08254 78.05045 28.57706 -0.00361037 29.02006 0.55879 0.63705
12010 0.40920541 20.93285 0.08254 78.05101 28.57716 -0.00360965 29.02000 0.55896 0.63721
12015 0.40447766 20.93250 0.08254 78.05135 28.57727 -0.00360927 29.01995 0.55896 0.63720
12020 0.39954514 20.93238 0.08254 78.05147 28.57734 -0.00360922 29.01993 0.55898 0.63722
12025 0.39442160 20.93250 0.08254 78.05135 28.57737 -0.00360904 29.01992 0.55902 0.63724
12030 0.38912100 20.93286 0.08254 78.05100 28.57737 -0.00360946 29.01991 0.55889 0.63728
12035 0.38359875 20.93345 0.08254 78.05042 28.57732 -0.00360954 29.01989 0.55892 0.63731
12040 0.37777866 20.93428 0.08254 78.04959 28.57722 -0.00360950 29.01990 0.55877 0.63753
12045 0.37160266 20.93534 0.08254 78.04855 28.57708 -0.00360957 29.01991 0.55895 0.63771
12050 0.36509268 20.93661 0.08254 78.04729 28.57693 -0.00360996 29.01994 0.55912 0.63789
12055 0.35825806 20.93808 0.08254 78.04584 28.57671 -0.00361014 29.01996 0.55913 0.63772
12060 0.35111884 20.93974 0.08254 78.04420 28.57649 -0.00361034 29.02002 0.55914 0.63790
12065 0.34365625 20.94137 0.08254 78.04259 28.57626 -0.00361078 29.02006 0.55932 0.63809
12070 0.33583475 20.94316 0.08254 78.04082 28.57600 -0.00361118 29.02011 0.55935 0.63811
12075 0.32758847 20.94504 0.08254 78.03896 28.57573 -0.00361180 29.02017 0.55936 0.63812
12080 0.31889575 20.94717 0.08254 78.03686 28.57540 -0.00361215 29.02024 0.55953 0.63793
12085 0.30978476 20.94930 0.08254 78.03475 28.57510 -0.00361249 29.02031 0.55966 0.63804
12090 0.30026404 20.95140 0.08254 78.03267 28.57478 -0.00361280 29.02039 0.55958 0.63814
12095 0.29029184 20.95345 0.08254 78.03065 28.57451 -0.00361310 29.02049 0.55949 0.63806
12100 0.27984863 20.95540 0.08254 78.02872 28.57427 -0.00361314 29.02059 0.55943 0.63801
12105 0.26889236 20.95723 0.08254 78.02692 28.57401 -0.00361364 29.02071 0.55940 0.63799
12110 0.25743253 20.95889 0.08254 78.02528 28.57379 -0.00361415 29.02082 0.55940 0.63816
12115 0.24546681 20.96036 0.08254 78.02382 28.57360 -0.00361442 29.02095 0.55939 0.63814
12120 0.23300180 20.96161 0.08254 78.02258 28.57343 -0.00361523 29.02108 0.55953 0.63810
12125 0.22001543 20.96243 0.08254 78.02177 28.57328 -0.00361559 29.02125 0.55964 0.63803
12130 0.20652812 20.96300 0.08254 78.02122 28.57316 -0.00361578 29.02142 0.55973 0.63795
12135 0.19254439 20.96326 0.08254 78.02095 28.57304 -0.00361626 29.02158 0.55948 0.63788
12140 0.17804390 20.96321 0.08254 78.02100 28.57292 -0.00361653 29.02176 0.55959 0.63782
12145 0.16299950 20.96281 0.08254 78.02140 28.57283 -0.00361657 29.02196 0.55972 0.63760
12150 0.14741554 20.96206 0.08254 78.02214 28.57273 -0.00361707 29.02218 0.55969 0.63759
12155 0.13133978 20.96094 0.08254 78.02325 28.57262 -0.00361828 29.02241 0.55969 0.63759
12160 0.11481553 20.95946 0.08254 78.02471 28.57250 -0.00361901 29.02263 0.55956 0.63744
12165 0.09785984 20.95763 0.08254 78.02652 28.57231 -0.00361950 29.02288 0.55980 0.63757
12170 0.08047641 20.95547 0.08254 78.02866 28.57209 -0.00361999 29.02315 0.56005 0.63763
12175 0.06266478 20.95300 0.08254 78.03110 28.57186 -0.00362023 29.02346 0.56011 0.63767
12180 0.04444860 20.95024 0.08254 78.03382 28.57157 -0.00362042 29.02376 0.56013 0.63783
12185 0.02584292 20.94724 0.08254 78.03679 28.57125 -0.00362077 29.02402 0.56009 0.63777
12190 0.00691569 20.94404 0.08254 78.03995 28.57090 -0.00362102 29.02424 0.56016 0.63765
12195 -0.01224219 20.94068 0.08254 78.04327 28.57053 -0.00362090 29.02436 0.56002 0.63751
12200 -0.03156650 20.93739 0.08254 78.04652 28.57015 -0.00362063 29.02446 0.55988 0.63751
12205 -0.05102744 20.93403 0.08254 78.04984 28.56976 -0.00362018 29.02451 0.55976 0.63720
12210 -0.07061118 20.93066 0.08254 78.05318 28.56941 -0.00362004 29.02449 0.55969 0.63728
12215 -0.09025831 20.92734 0.08254 78.05646 28.56906 -0.00361973 29.02438 0.55965 0.63705
12220 -0.10991089 20.92392 0.08253 78.05983 28.56876 -0.00361930 29.02416 0.55963 0.63685
12225 -0.12949132 20.92066 0.08253 78.06305 28.56855 -0.00361879 29.02379 0.55944 0.63683
12230 -0.14895609 20.91758 0.08253 78.06609 28.56837 -0.00361849 29.02329 0.55941 0.63681
12235 -0.16824174 20.91470 0.08253 78.06894 28.56827 -0.00361720 29.02260 0.55922 0.63678
12240 -0.18727878 20.91185 0.08253 78.07176 28.56826 -0.00361591 29.02174 0.55921 0.63677
12245 -0.20599669 20.90925 0.08253 78.07433 28.56832 -0.00361485 29.02063 0.55921 0.63676
12250 -0.22434613 20.90688 0.08253 78.07668 28.56849 -0.00361401 29.01930 0.55920 0.63676
12255 -0.24230049 20.90474 0.08253 78.07879 28.56874 -0.00361315 29.01772 0.55918 0.63657
12260 -0.25978531 20.90283 0.08270 78.08051 28.56907 -0.00361227 29.01591 0.55934 0.63655
12265 -0.27672842 20.90096 0.08288 78.08218 28.56948 -0.00361164 29.01384 0.55934 0.63655
12270 -0.29309814 20.89932 0.08309 78.08360 28.56993 -0.00361079 29.01149 0.55937 0.63656
12275 -0.30892667 20.89787 0.08335 78.08478 28.57042 -0.00360973 29.00887 0.55941 0.63677
12280 -0.32422116 20.89658 0.08384 78.08556 28.57090 -0.00360869 29.00597 0.55930 0.63682
12285 -0.33892514 20.89485 0.08444 78.08668 28.57141 -0.00360765 29.00282 0.55953 0.63688
12290 -0.35297989 20.89326 0.08533 78.08737 28.57193 -0.00360737 28.99943 0.55943 0.63695
12295 -0.36633972 20.89168 0.08641 78.08786 28.57243 -0.00360689 28.99578 0.55933 0.63702
12300 -0.37900397 20.89004 0.08807 78.08784 28.57288 -0.00360599 28.99189 0.55941 0.63709
12305 -0.39099774 20.88769 0.09004 78.08821 28.57325 -0.00360540 28.98776 0.55948 0.63758
12310 -0.40231888 20.88514 0.09275 78.08806 28.57360 -0.00360489 28.98342 0.55955 0.63765
12315 -0.41295078 20.88224 0.09598 78.08774 28.57391 -0.00360444 28.97886 0.55963 0.63756
12320 -0.42291318 20.87906 0.10018 78.08672 28.57414 -0.00360431 28.97411 0.55971 0.63764
12325 -0.43221893 20.87437 0.10515 78.08645 28.57438 -0.00360402 28.96919 0.55978 0.63769
12330 -0.44088480 20.86905 0.11154 78.08539 28.57460 -0.00360358 28.96410 0.55965 0.63791
12335 -0.44890137 20.86295 0.11902 78.08403 28.57485 -0.00360371 28.95884 0.55969 0.63811
12340 -0.45631052 20.85589 0.12828 78.08186 28.57515 -0.00360370 28.95345 0.55971 0.63813
12345 -0.46313641 20.84664 0.13902 78.08038 28.57552 -0.00360406 28.94796 0.55972 0.63813
12350 -0.46940439 20.83626 0.15195 78.07787 28.57599 -0.00360429 28.94232 0.55988 0.63811
12355 -0.47513162 20.82453 0.16681 78.07477 28.57659 -0.00360467 28.93657 0.55986 0.63811
12360 -0.48030420 20.81130 0.18414 78.07072 28.57741 -0.00360545 28.93078 0.55987 0.63813
12365 -0.48496790 20.79511 0.20385 78.06725 28.57847 -0.00360639 28.92492 0.55992 0.63820
12370 -0.48916681 20.77724 0.22663 78.06239 28.57982 -0.00360727 28.91903 0.56001 0.63847
12375 -0.49296631 20.75748 0.25222 78.05663 28.58155 -0.00360809 28.91312 0.56015 0.63894
12380 -0.49639368 20.73587 0.28130 78.04925 28.58369 -0.00360933 28.90715 0.56047 0.63910
12385 -0.49945859 20.71061 0.31357 78.04232 28.58627 -0.00361123 28.90117 0.56080 0.63910
12390 -0.50214929 20.68322 0.34953 78.03385 28.58935 -0.00361282 28.89525 0.56096 0.63909
12395 -0.50446234 20.65355 0.38899 78.02418 28.59300 -0.00361460 28.88937 0.56095 0.63908
12400 -0.50643915 20.62147 0.43256 78.01282 28.59723 -0.00361678 28.88355 0.56110 0.63938
12405 -0.50815649 20.58471 0.47985 78.00243 28.60208 -0.00361888 28.87780 0.56122 0.63966
12410 -0.50967075 20.54560 0.53123 77.99030 28.60762 -0.00362084 28.87214 0.56147 0.63955
12415 -0.51099026 20.50394 0.58642 77.97692 28.61385 -0.00362336 28.86662 0.56168 0.63941
12420 -0.51209332 20.45962 0.64588 77.96196 28.62084 -0.00362594 28.86125 0.56169 0.63923
12425 -0.51297827 20.41107 0.70910 77.94746 28.62857 -0.00362881 28.85603 0.56167 0.63920
12430 -0.51367023 20.35986 0.77633 77.93163 28.63706 -0.00363173 28.85101 0.56163 0.63917
12435 -0.51417926 20.30589 0.84715 77.91498 28.64627 -0.00363445 28.84621 0.56160 0.63914
12440 -0.51450140 20.24914 0.92174 77.89735 28.65626 -0.00363722 28.84170 0.56157 0.63911
12445 -0.51465985 20.18853 0.99961 77.88030 28.66701 -0.00364028 28.83752 0.56154 0.63890
12450 -0.51468585 20.12533 1.08089 77.86243 28.67844 -0.00364313 28.83369 0.56167 0.63852
12455 -0.51461163 20.05959 1.16503 77.84425 28.69052 -0.00364576 28.83020 0.56199 0.63834
12460 -0.51442010 19.99142 1.25195 77.82572 28.70324 -0.00364840 28.82709 0.56199 0.63835
12465 -0.51408362 19.91987 1.34121 77.80822 28.71654 -0.00365076 28.82435 0.56184 0.63855
12470 -0.51354193 19.84634 1.43286 77.79031 28.73037 -0.00365304 28.82204 0.56170 0.63841
12475 -0.51280206 19.77101 1.52626 77.77247 28.74467 -0.00365519 28.82017 0.56155 0.63826
12480 -0.51189822 19.69406 1.62126 77.75462 28.75930 -0.00365743 28.81876 0.56175 0.63846
12485 -0.51087396 19.61465 1.71739 77.73811 28.77424 -0.00365947 28.81778 0.56195 0.63865
12490 -0.50972498 19.53424 1.81449 77.72160 28.78943 -0.00366156 28.81727 0.56179 0.63882
12495 -0.50846173 19.45306 1.91208 77.70539 28.80478 -0.00366319 28.81722 0.56162 0.63899
12500 -0.50703802 19.37135 2.01000 77.68937 28.82026 -0.00366484 28.81766 0.56142 0.63896
12505 -0.50545053 19.28846 2.10779 77.67464 28.83573 -0.00366652 28.81853 0.56139 0.63892
12510 -0.50369550 19.20568 2.20532 77.66008 28.85117 -0.00366750 28.81987 0.56135 0.63887
12515 -0.50184415 19.12321 2.30198 77.64605 28.86647 -0.00366825 28.82163 0.56128 0.63862
12520 -0.49995096 19.04148 2.39783 77.63209 28.88162 -0.00366877 28.82381 0.56120 0.63854
12525 -0.49804587 18.95925 2.49247 77.61983 28.89653 -0.00366904 28.82641 0.56095 0.63865
12530 -0.49610248 18.87814 2.58583 77.60772 28.91118 -0.00366932 28.82939 0.56055 0.63862
12535 -0.49410645 18.79828 2.67741 77.59614 28.92555 -0.00366936 28.83275 0.56037 0.63862
12540 -0.49209515 18.72036 2.76719 77.58443 28.93956 -0.00366870 28.83640 0.56040 0.63883
12545 -0.49010690 18.64334 2.85484 77.57391 28.95324 -0.00366782 28.84035 0.56061 0.63921
12550 -0.48816965 18.56798 2.94057 77.56367 28.96651 -0.00366720 28.84459 0.56048 0.63925
12555 -0.48627747 18.49437 3.02377 77.55420 28.97940 -0.00366612 28.84909 0.56033 0.63925
12560 -0.48445279 18.42313 3.10468 77.54464 28.99192 -0.00366461 28.85384 0.56048 0.63922
12565 -0.48274554 18.35318 3.18288 77.53648 29.00401 -0.00366315 28.85879 0.56059 0.63934
12570 -0.48120258 18.28519 3.25881 77.52864 29.01566 -0.00366126 28.86389 0.56070 0.63944
12575 -0.47980872 18.21917 3.33193 77.52164 29.02692 -0.00365919 28.86912 0.56081 0.63955
12580 -0.47854642 18.15602 3.40255 77.51424 29.03774 -0.00365718 28.87445 0.56074 0.63984
12585 -0.47741296 18.09439 3.47016 77.50834 29.04816 -0.00365501 28.87990 0.56068 0.63995
12590 -0.47646194 18.03468 3.53542 77.50285 29.05815 -0.00365270 28.88543 0.56061 0.63987
12595 -0.47572272 17.97688 3.59769 77.49844 29.06772 -0.00365029 28.89099 0.56035 0.63997
12600 -0.47520370 17.92205 3.65748 77.49353 29.07691 -0.00364781 28.89656 0.56027 0.64006
12605 -0.47485162 17.86859 3.71434 77.49017 29.08569 -0.00364505 28.90213 0.56038 0.64000
12610 -0.47464352 17.81690 3.76896 77.48728 29.09406 -0.00364229 28.90770 0.56035 0.64014
12615 -0.47458435 17.76693 3.82092 77.48532 29.10204 -0.00363953 28.91321 0.56033 0.64047
12620 -0.47467606 17.71993 3.87061 77.48266 29.10968 -0.00363679 28.91868 0.56049 0.64063
12625 -0.47490750 17.67387 3.91764 77.48170 29.11695 -0.00363409 28.92406 0.56081 0.64078
12630 -0.47524457 17.62938 3.96257 77.48126 29.12387 -0.00363170 28.92935 0.56076 0.64090
12635 -0.47568115 17.58637 4.00500 77.48183 29.13044 -0.00362939 28.93456 0.56068 0.64099
12640 -0.47625192 17.54626 4.04552 77.48141 29.13671 -0.00362670 28.93968 0.56057 0.64107
12645 -0.47697519 17.50682 4.08388 77.48249 29.14269 -0.00362435 28.94468 0.56065 0.64115
12650 -0.47781158 17.46865 4.12066 77.48386 29.14838 -0.00362261 28.94956 0.56075 0.64159
12655 -0.47869208 17.43168 4.15531 77.48616 29.15381 -0.00362076 28.95431 0.56085 0.64169
12660 -0.47955658 17.39808 4.18842 77.48665 29.15902 -0.00361905 28.95893 0.56114 0.64163
12665 -0.48042230 17.36518 4.21974 77.48820 29.16399 -0.00361749 28.96342 0.56126 0.64175
12670 -0.48132358 17.33327 4.24970 77.49014 29.16875 -0.00361584 28.96776 0.56123 0.64172
12675 -0.48228598 17.30235 4.27789 77.49283 29.17331 -0.00361432 28.97200 0.56139 0.64187
12680 -0.48328674 17.27389 4.30488 77.49428 29.17764 -0.00361267 28.97610 0.56153 0.64219
12685 -0.48427576 17.24589 4.33040 77.49673 29.18179 -0.00361111 28.98005 0.56147 0.64231
12690 -0.48525549 17.21878 4.35500 77.49921 29.18579 -0.00360958 28.98387 0.56159 0.64255
12695 -0.48623001 17.19253 4.37827 77.50216 29.18959 -0.00360854 28.98755 0.56188 0.64268
12700 -0.48719354 17.16820 4.40059 77.50416 29.19319 -0.00360701 28.99108 0.56201 0.64281
12705 -0.48813425 17.14431 4.42169 77.50690 29.19661 -0.00360544 28.99447 0.56214 0.64294
12710 -0.48901068 17.12106 4.44195 77.50986 29.19990 -0.00360431 28.99776 0.56228 0.64325
12715 -0.48982089 17.09839 4.46127 77.51316 29.20301 -0.00360313 29.00091 0.56258 0.64358
12720 -0.49057202 17.07718 4.47985 77.51577 29.20595 -0.00360217 29.00394 0.56275 0.64375
12725 -0.49132153 17.05633 4.49742 77.51900 29.20868 -0.00360070 29.00684 0.56328 0.64410
12730 -0.49209009 17.03584 4.51433 77.52254 29.21124 -0.00359949 29.00963 0.56347 0.64430
12735 -0.49285016 17.01568 4.53045 77.52654 29.21372 -0.00359829 29.01230 0.56352 0.64451
12740 -0.49353525 16.99654 4.54598 77.53011 29.21605 -0.00359687 29.01486 0.56375 0.64474
12745 -0.49415128 16.97758 4.56078 77.53421 29.21824 -0.00359598 29.01731 0.56382 0.64481
12750 -0.49469977 16.95881 4.57519 77.53852 29.22034 -0.00359490 29.01965 0.56405 0.64487
12755 -0.49522235 16.94020 4.58894 77.54333 29.22230 -0.00359390 29.02186 0.56443 0.64491
12760 -0.49571780 16.92247 4.60220 77.54774 29.22416 -0.00359273 29.02398 0.56462 0.64493
12765 -0.49619623 16.90482 4.61486 77.55268 29.22598 -0.00359188 29.02602 0.56478 0.64527
12770 -0.49665698 16.88725 4.62709 77.55795 29.22774 -0.00359111 29.02795 0.56493 0.64541
12775 -0.49711093 16.86979 4.63877 77.56366 29.22943 -0.00359044 29.02979 0.56506 0.64555
12780 -0.49753848 16.85375 4.65008 77.56834 29.23112 -0.00358987 29.03153 0.56520 0.64569
12785 -0.49791974 16.83775 4.66087 77.57348 29.23275 -0.00358941 29.03319 0.56536 0.64585
12790 -0.49822293 16.82191 4.67133 77.57881 29.23436 -0.00358908 29.03474 0.56572 0.64603
12795 -0.49845560 16.80628 4.68145 77.58424 29.23596 -0.00358939 29.03624 0.56609 0.64623
12800 -0.49863165 16.79150 4.69128 77.58914 29.23751 -0.00358938 29.03763 0.56630 0.64644
12805 -0.49879636 16.77701 4.70066 77.59419 29.23901 -0.00358931 29.03894 0.56669 0.64666
12810 -0.49898782 16.76288 4.70976 77.59916 29.24048 -0.00358994 29.04017 0.56693 0.64690
12815 -0.49916507 16.74917 4.71859 77.60398 29.24192 -0.00359077 29.04132 0.56717 0.64713
12820 -0.49926956 16.73646 4.72718 77.60806 29.24332 -0.00359132 29.04238 0.56738 0.64734
12825 -0.49927414 16.72420 4.73535 77.61210 29.24466 -0.00359258 29.04338 0.56740 0.64736
12830 -0.49922992 16.71243 4.74328 77.61589 29.24587 -0.00359378 29.04432 0.56740 0.64755
12835 -0.49918860 16.70119 4.75097 77.61940 29.24704 -0.00359516 29.04519 0.56741 0.64775
12840 -0.49914188 16.69087 4.75859 77.62206 29.24816 -0.00359694 29.04599 0.56782 0.64779
12845 -0.49904007 16.68109 4.76582 77.62458 29.24919 -0.00359812 29.04672 0.56803 0.64783
12850 -0.49883337 16.67188 4.77283 77.62675 29.25009 -0.00360014 29.04740 0.56823 0.64802
12855 -0.49852609 16.66305 4.77964 77.62875 29.25089 -0.00360198 29.04803 0.56840 0.64801
12860 -0.49817157 16.65518 4.78626 77.62999 29.25165 -0.00360413 29.04861 0.56854 0.64781
12865 -0.49779138 16.64784 4.79254 77.63104 29.25234 -0.00360634 29.04915 0.56866 0.64794
12870 -0.49738965 16.64100 4.79865 77.63176 29.25298 -0.00360835 29.04965 0.56880 0.64808
12875 -0.49692261 16.63466 4.80459 77.63215 29.25354 -0.00361039 29.05009 0.56895 0.64823
12880 -0.49637885 16.62934 4.81038 77.63168 29.25411 -0.00361268 29.05049 0.56911 0.64838
12885 -0.49576718 16.62441 4.81603 77.63097 29.25464 -0.00361472 29.05086 0.56926 0.64835
12890 -0.49509839 16.61987 4.82156 77.63000 29.25520 -0.00361698 29.05120 0.56938 0.64829
12895 -0.49436356 16.61570 4.82697 77.62877 29.25578 -0.00361921 29.05150 0.56948 0.64840
12900 -0.49351355 16.61244 4.83229 77.62673 29.25637 -0.00362140 29.05177 0.56941 0.64852
12905 -0.49257028 16.60946 4.83737 77.62466 29.25701 -0.00362330 29.05200 0.56939 0.64867
12910 -0.49155460 16.60676 4.84236 77.62240 29.25772 -0.00362489 29.05218 0.56957 0.64868
12915 -0.49052994 16.60433 4.84728 77.61994 29.25848 -0.00362661 29.05237 0.56975 0.64885
12920 -0.48952127 16.60233 4.85212 77.61714 29.25927 -0.00362820 29.05254 0.56972 0.64898
12925 -0.48849713 16.60052 4.85688 77.61422 29.26012 -0.00362964 29.05269 0.56965 0.64891
12930 -0.48741910 16.59888 4.86157 77.61121 29.26102 -0.00363090 29.05283 0.56974 0.64901
12935 -0.48629068 16.59736 4.86619 77.60814 29.26199 -0.00363223 29.05294 0.56968 0.64930
12940 -0.48513379 16.59632 4.87074 77.60468 29.26297 -0.00363314 29.05304 0.56948 0.64927
12945 -0.48396902 16.59530 4.87505 77.60142 29.26393 -0.00363387 29.05310 0.56964 0.64943
12950 -0.48279398 16.59432 4.87928 77.59822 29.26488 -0.00363415 29.05313 0.56980 0.64959
12955 -0.48160529 16.59333 4.88340 77.59512 29.26583 -0.00363495 29.05315 0.56995 0.64956
12960 -0.48041608 16.59253 4.88740 77.59196 29.26671 -0.00363532 29.05319 0.57005 0.64949
12965 -0.47925970 16.59168 4.89128 77.58896 29.26753 -0.00363527 29.05319 0.56995 0.64938
12970 -0.47814865 16.59078 4.89502 77.58614 29.26829 -0.00363480 29.05315 0.56984 0.64929
12975 -0.47706400 16.59002 4.89862 77.58334 29.26895 -0.00363389 29.05309 0.56996 0.64942
12980 -0.47598618 16.58919 4.90206 77.58076 29.26951 -0.00363352 29.05304 0.57017 0.64963
12985 -0.47487979 16.58829 4.90534 77.57841 29.26999 -0.00363297 29.05295 0.57042 0.64971
12990 -0.47374661 16.58734 4.90846 77.57627 29.27036 -0.00363200 29.05286 0.57049 0.64977
12995 -0.47262714 16.58671 4.91141 77.57398 29.27063 -0.00363089 29.05275 0.57068 0.65013
13000 -0.47149887 16.58602 4.91419 77.57191 29.27083 -0.00362966 29.05265 0.57085 0.65048
13005 -0.47036050 16.58530 4.91663 77.57022 29.27096 -0.00362857 29.05253 0.57088 0.65068
13010 -0.46918866 16.58458 4.91889 77.56870 29.27108 -0.00362690 29.05244 0.57113 0.65110
13015 -0.46799185 16.58425 4.92095 77.56698 29.27116 -0.00362492 29.05235 0.57158 0.65137
13020 -0.46678027 16.58394 4.92299 77.56527 29.27122 -0.00362335 29.05225 0.57166 0.65145
13025 -0.46550375 16.58370 4.92484 77.56368 29.27127 -0.00362194 29.05219 0.57187 0.65167
13030 -0.46411307 16.58356 4.92653 77.56214 29.27138 -0.00362049 29.05215 0.57207 0.65187
13035 -0.46257791 16.58356 4.92808 77.56062 29.27155 -0.00361905 29.05213 0.57212 0.65209
13040 -0.46092648 16.58371 4.92951 77.55905 29.27178 -0.00361690 29.05212 0.57222 0.65267
13045 -0.45920959 16.58404 4.93086 77.55740 29.27208 -0.00361504 29.05210 0.57253 0.65300
13050 -0.45744046 16.58454 4.93217 77.55562 29.27246 -0.00361347 29.05212 0.57281 0.65328
13055 -0.45557651 16.58522 4.93345 77.55367 29.27294 -0.00361222 29.05217 0.57303 0.65351
13060 -0.45354700 16.58609 4.93475 77.55153 29.27354 -0.00361108 29.05227 0.57305 0.65371
13065 -0.45133130 16.58714 4.93610 77.54916 29.27420 -0.00360986 29.05239 0.57308 0.65373
13070 -0.44896838 16.58835 4.93754 77.54653 29.27490 -0.00360883 29.05251 0.57342 0.65390
13075 -0.44649704 16.58972 4.93910 77.54364 29.27566 -0.00360828 29.05263 0.57371 0.65402
13080 -0.44395880 16.59123 4.94079 77.54047 29.27644 -0.00360773 29.05279 0.57376 0.65425
13085 -0.44135016 16.59286 4.94266 77.53703 29.27733 -0.00360771 29.05298 0.57397 0.65429
13090 -0.43864099 16.59422 4.94470 77.53366 29.27816 -0.00360823 29.05318 0.57404 0.65419
13095 -0.43584470 16.59568 4.94677 77.53017 29.27892 -0.00360859 29.05340 0.57398 0.65430
13100 -0.43298840 16.59717 4.94904 77.52646 29.27965 -0.00360956 29.05362 0.57415 0.65464
13105 -0.43011041 16.59863 4.95149 77.52259 29.28040 -0.00361013 29.05386 0.57435 0.65483
13110 -0.42722299 16.60000 4.95411 77.51865 29.28105 -0.00361151 29.05410 0.57455 0.65486
13115 -0.42432867 16.60121 4.95689 77.51470 29.28156 -0.00361343 29.05437 0.57473 0.65504
13120 -0.42142947 16.60222 4.95981 77.51083 29.28197 -0.00361515 29.05464 0.57487 0.65535
13125 -0.41853748 16.60298 4.96284 77.50709 29.28233 -0.00361711 29.05489 0.57498 0.65547
13130 -0.41571368 16.60341 4.96596 77.50358 29.28256 -0.00361926 29.05515 0.57507 0.65556
13135 -0.41297659 16.60348 4.96915 77.50035 29.28267 -0.00362154 29.05542 0.57512 0.65561
13140 -0.41032327 16.60315 4.97237 77.49749 29.28274 -0.00362413 29.05569 0.57515 0.65565
13145 -0.40774741 16.60238 4.97561 77.49506 29.28270 -0.00362647 29.05596 0.57504 0.65571
13150 -0.40526050 16.60096 4.97900 77.49311 29.28258 -0.00362899 29.05622 0.57514 0.65598
13155 -0.40292194 16.59906 4.98236 77.49167 29.28244 -0.00363166 29.05650 0.57525 0.65591
13160 -0.40073721 16.59665 4.98568 77.49077 29.28228 -0.00363393 29.05680 0.57549 0.65599
13165 -0.39871146 16.59372 4.98895 77.49043 29.28210 -0.00363602 29.05711 0.57551 0.65601
13170 -0.39682629 16.59026 4.99217 77.49067 29.28196 -0.00363790 29.05743 0.57531 0.65581
13175 -0.39504913 16.58627 4.99534 77.49149 29.28186 -0.00363953 29.05776 0.57527 0.65578
13180 -0.39337347 16.58177 4.99845 77.49285 29.28182 -0.00364063 29.05811 0.57544 0.65577
13185 -0.39182077 16.57678 5.00151 77.49476 29.28185 -0.00364114 29.05843 0.57547 0.65580
13190 -0.39037030 16.57117 5.00453 77.49732 29.28196 -0.00364176 29.05876 0.57535 0.65585
13195 -0.38902997 16.56516 5.00751 77.50031 29.28216 -0.00364222 29.05911 0.57540 0.65590
